Price,Close,High,Low,Open,Volume,MA20,MA60,BB_Upper,BB_Lower,MACD,Signal,RSI
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,,,,,,,
Date,,,,,,,,,,,,
2024-11-25,57168.2265625,57168.2265625,55983.3928513601,56674.54584952504,36237325,55524.269921875,60695.87486979167,60859.397605947706,50189.14223780229,-1092.2125599591745,-1674.9886936982741,50.77719909862984
2024-11-26,57563.171875,58155.588738207545,56773.282724056604,57168.227299528306,23209405,55460.0916015625,60409.945052083334,60656.00068497968,50264.18251814532,-821.0781566324076,-1504.206586285101,52.57732694595246
2024-11-27,55588.44921875,57069.49138265986,55292.240785968024,56970.7552383992,21808387,55321.8611328125,60096.0123046875,60337.68981756196,50306.03244806304,-756.821634790831,-1354.729595986247,47.66355416630616
2024-11-28,54798.5625,55687.18783783784,54502.354054054056,55292.24324324324,20001134,55139.1994140625,59759.0962890625,59936.41549850664,50341.983329618364,-760.8643643617761,-1235.9565496613527,46.57534642522551
2024-11-29,53514.9921875,54601.08981492159,53120.04759571033,54403.61751902675,24513531,54936.7904296875,59440.0615234375,59644.1443393944,50229.4365199806,-857.753999474502,-1160.3160396239825,48.11321159638062
2024-12-02,52922.57421875,53712.46338619403,52428.89348909748,53613.72724026352,22044867,54685.01328125,59106.243880208334,59248.4128880939,50121.6136744061,-971.1481213636725,-1122.4824559719207,51.515155753563675
2024-12-03,52922.57421875,53712.46338619403,52428.89348909748,52428.89348909748,23374603,54487.541015625,58770.78990885417,58993.91580003513,49981.16623121487,-1048.9224547940685,-1107.7704557363502,58.620703767856014
2024-12-04,52428.89453125,52725.10297492938,51342.79690442562,51342.79690442562,29004766,54280.1953125,58458.199869791664,58763.557164858925,49796.833460141075,-1137.2850847774898,-1113.6733815445782,59.302341896403604
2024-12-05,53021.30859375,53712.46159217877,52527.627880586595,52527.627880586595,23588277,54102.4703125,58196.3939453125,58483.308156955965,49721.63246804404,-1146.2964498952424,-1120.1979952147112,50.70422770656051
2024-12-06,53416.25390625,53712.46233826248,52033.947890191776,53218.78161824168,22861874,53959.3029296875,57957.53463541667,58226.23380077866,49692.372058596346,-1108.7878198604812,-1117.9159601438653,38.59648635733127
